genero,especie,numero,fechapol,fechamad,codigo,ubicacion,responsable,cantidad,disponible,archivo_origen
Schoenorchis,fragrans (Autopoli),B-008503,14-Jan-25,14-Jan-25,PIS4202,V-0,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff cassidea green Cielo Verde,B-008783,14-oct-24,14-oct-24,PRS4205,V-0,ALEX PORTILLA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Lita Jolis (Autopoli),B-008945,14-Jan-25,14-Jan-25,PRS4205,V-0,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 002847,B-003426,01-Aug-17,21-nov-17,PRS4205,V-15 M-2B,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp (Autopoli),B-008621,12-Jan-25,12-Jan-25,PRS4205,V-116 P-C,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff Absens Cerro de la Virgen,B-003289,28-Jan-17,28-Jan-17,PRS4205,V-0,PORTILLA ALEX,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp mini Red Limon L,B-004597,20-Aug-18,20-Aug-18,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Chicana' 2,B-007800,20-Apr-24,20-Apr-24,PRS4205,V-0,FERNANDO MOLINA,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Chillanes',B-007191,05-may-23,05-may-23,PRS4205,V-0,CARLOS GUACHISACA,7,0,SIBBLING_STEFY.XLS
Lepanthes,sp mini 2,B-002904,15-oct-16,15-oct-16,PRS4205,V-0,,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Puyo (Autopoli),B-008021,14-may-24,14-may-24,PRS4205,V-0,SANDRA LOZANO,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp yellow Mundi 2016,B-003277,27-Jan-17,27-Jan-17,PRS4205,V-0,PORTILLA ALEX,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Zhiña,B-003535,15-Aug-17,15-Dec-17,PRS4205,V-0,MEDINA HUGO,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp 001432,B-000129,11-feb-11,02-may-11,PRS4205,V-16 M-1A,GERARDO GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff hexapus Lita,B-004633,03-oct-18,03-oct-18,PRS4205,V-0,MEDINA HUGO,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Chicana' 1,B-007797,14-Apr-24,14-Apr-24,PRS4205,V-0,FERNANDO MOLINA,3,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'fishbore' L,B-004611,20-Aug-18,20-Aug-18,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Lita Zafire (Autopoli),B-008946,14-feb-25,14-feb-25,PRS4205,V-0,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp S.A (Autopoli),B-008369,27-Dec-24,27-Dec-24,PRS4205,V-0,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp San Lucas,B-003547,10-oct-17,18-Dec-17,PRS4205,V-0,MEDINA HUGO,6,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Chicana',B-007798,14-Apr-24,14-Apr-24,PRS4205,V-0,FERNANDO MOLINA,4,0,SIBBLING_STEFY.XLS
Lepanthes,sp gargantua aff,B-004318,10-jul-18,21-nov-18,PRS4205,V-0,MEDINA HUGO,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Chicana',B-008599,13-feb-25,13-feb-25,PRS4205,V-116 P-D,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp (Autopoli),B-008425,14-oct-24,14-oct-24,PRS4205,V-0,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp manabina type 'Chical',B-002509,01-Jan-16,02-jun-16,PRS4205,V-0,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff uxoria mini #2,B-005130,17-Apr-19,17-Apr-19,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp,B-007104,13-Jan-23,13-Jan-23,PRS4205,V-16 P-C,CARLOS GUACHISACA,4,0,SIBBLING_STEFY.XLS
Lepanthes,sp Jose (Autopoli),B-008966,14-Jan-25,14-Jan-25,PRS4205,V-116 P-D,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp red 14-1 002622 4N,B-000379,12-Dec-11,24-feb-12,PRS4205,V-16 M-3A,CARLOS GUACHISACA,9,0,SIBBLING_STEFY.XLS
Lepanthes,sp Loja,B-006169,14-jul-21,14-jul-21,PRS4205,V-0,HUGO MEDINA,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp (Autopoli),B-008427,14-Jan-25,14-Jan-25,PRS4205,V-116 P-C,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff alkaia red,B-008757,14-oct-24,14-oct-24,PRS4205,V-0,ALEX PORTILLA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp matanga,B-001628,15-mar-14,14-Aug-14,PRS4205,V-0,PAOLA MEDINA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp red 14-1 002622 4N,B-000211,06-jun-11,07-sep-11,PRS4205,V-17 M-2D,GUACHISACA ROSA,12,0,SIBBLING_STEFY.XLS
Lepanthes,sp Oso #5 (Autopoli),B-007998,14-Apr-24,14-Apr-24,PRS4205,V-0,ZOILA SACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp (Autopoli),B-008744,16-Jan-25,16-Jan-25,PRS4205,V-116 P-C,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Costarica L,B-005611,07-oct-19,07-oct-19,PRS4205,V-0,ERNESTO PANCHES,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Colombia,B-008961,05-mar-25,05-mar-25,PRS4205,V-0,JOHANA TACURI,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp Double Yellow,B-008771,14-oct-24,14-oct-24,PRS4205,V-0,ALEX PORTILLA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp pilosella type 'Chical',B-002493,01-Jan-16,02-jun-16,PRS4205,V-0,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp dodsonii type 'Chical',B-002490,01-Jan-16,02-jun-16,PRS4205,V-0,CARLOS GUACHISACA,8,0,SIBBLING_STEFY.XLS
Lepanthes,sp platysepala type 'Chical',B-002492,01-Jan-16,02-jun-16,PRS4205,V-0,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Jiima' (Autopoli),B-003413,28-jul-17,16-nov-17,PRS4205,V-0,MEDINA HUGO,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp yellow L,B-004563,20-Aug-18,20-Aug-18,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'El Condor' (Autopoli),B-008174,26-sep-24,26-sep-24,PRS4205,V-0,FERNANDO MOLINA,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp yellow L,B-005321,17-Apr-19,17-Apr-19,PRS4205,V-0,ANGEL GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff jugum Mindo wild seeds,B-008739,14-oct-24,14-oct-24,PRS4205,V-0,ALEX PORTILLA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Puyo',B-008955,14-mar-25,14-mar-25,PRS4205,V-0,JOHANA TACURI,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff jugum Mindo,B-008768,14-oct-24,14-oct-24,PRS4205,V-0,ALEX PORTILLA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp,B-001153,12-Dec-13,07-mar-14,PRS4205,V-0,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp yellow L,B-007176,14-Dec-22,14-Dec-22,PRS4205,V-0,,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 002847,B-000525,02-may-12,01-Aug-12,PRS4205,V-15 M-2B,CARLOS GUACHISACA,4,0,SIBBLING_STEFY.XLS
Lepanthes,sp Oso #5,B-007824,03-Apr-24,03-Apr-24,PRS4205,V-0,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff papyrophylla red,B-005281,29-may-19,29-may-19,PRS4205,V-0,EDISON LOJANO,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp #2 'Condor',B-007683,14-Jan-24,14-Jan-24,PRS4205,V-0,MILTON GOMEZ,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp 1 L,B-005320,17-Jan-19,17-Jan-19,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Shg' (Autopol),B-003217,24-nov-16,29-Aug-17,PRS4205,V-0,CARLOS GUACHISACA,7,0,SIBBLING_STEFY.XLS
Lepanthes,sp #1 'Condor',B-007682,14-Jan-24,14-Jan-24,PRS4205,V-0,MILTON GOMEZ,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp Lita Jolis,B-008878,05-mar-25,05-mar-25,PRS4205,V-0,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Shg' (Autopol),B-003227,05-Apr-17,05-sep-17,PRS4205,V-102 P-D,CARLOS GUACHISACA,3,0,SIBBLING_STEFY.XLS
Lepanthes,sp Guayzimi (Autopoli),B-008008,14-jun-24,14-jun-24,PRS4205,V-0,HUGO MEDINA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Chicaña 001 (Autopoli),B-007869,07-Aug-24,07-Aug-24,PRS4205,V-0,CAAMAÑO JOSE LUIS,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Chicana',B-008617,13-feb-25,13-feb-25,PRS4205,V-0,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 001963,B-000531,11-may-12,01-Aug-12,PRS4205,V-15 M-2B,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff uxoria mini,B-005123,17-Apr-19,17-Apr-19,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Uchucay',B-002599,11-may-16,11-jul-16,PRS4205,V-0,MEDINA HUGO,4,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff uxoria mini,B-004225,26-may-18,26-may-18,PRS4205,V-0,EDISON LOJANO,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Muchime' (Autopoli),B-008870,14-Jan-25,14-Jan-25,PRS4205,V-0,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp 'Chicana',B-008873,05-mar-25,05-mar-25,PRS4205,V-7 P-A,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Saobay,B-003501,11-Aug-17,11-Dec-17,PRS4205,V-0,ANGEL GUACHISACA,4,0,SIBBLING_STEFY.XLS
Lepanthes,sp matanga,B-001047,28-jun-13,26-nov-13,PRS4205,V-0,JOSE PORTILLA,8,0,SIBBLING_STEFY.XLS
Lepanthes,sp 001849,B-001189,26-Dec-13,18-mar-14,PRS4205,V-16 M-3A,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Colombia (Autopoli),B-008649,14-Jan-25,14-Jan-25,PRS4205,V-0,JOHANA TACURI,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp red L,B-005154,18-Apr-19,18-Apr-19,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff uxoria mini #1,B-005132,17-Apr-19,17-Apr-19,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Loja,B-003502,11-Aug-17,11-Dec-17,PRS4205,V-0,MEDINA HUGO,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp Jardin # 1,B-007019,21-feb-23,21-feb-23,PRS4205,V-0,CARLOS GUACHISACA,4,0,SIBBLING_STEFY.XLS
Lepanthes,sp,B-003511,11-Aug-17,11-Dec-17,PRS4205,V-0,MEDINA HUGO,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff calophlebia,B-005126,17-Apr-19,17-Apr-19,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Jardin # 2,B-007016,20-feb-23,20-feb-23,PRS4205,V-0,CARLOS GUACHISACA,9,0,SIBBLING_STEFY.XLS
Lepanthes,sp tres lagunas Paquishapa,B-003506,11-Aug-17,11-Dec-17,PRS4205,V-0,MEDINA HUGO,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Loja,B-007883,14-Apr-24,14-Apr-24,PRS4205,V-0,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp Jose (Autopoli),B-008823,14-Jan-25,14-Jan-25,PRS4205,V-0,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp,B-000053,25-jul-10,23-oct-10,PRS4205,V-19 M-1B,GUALAN SEBASTIAN,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp (uxoria type),B-002636,23-may-16,23-Aug-16,PRS4205,V-16 P-C,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Lepanthes,sp San Lucas,B-003534,15-Aug-17,15-Dec-17,PRS4205,V-0,MEDINA HUGO,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp sp red Niessen L,B-005318,17-feb-19,17-feb-19,PRS4205,V-0,ANGEL GUACHISACA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp San Andres,B-003530,15-Aug-17,15-Dec-17,PRS4205,V-0,MEDINA HUGO,6,0,SIBBLING_STEFY.XLS
Lepanthes,sp L,B-005319,17-Jan-19,17-Jan-19,PRS4205,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp aff intalurus L,B-008195,14-Aug-24,14-Aug-24,PRS4205,V-0,ALEX PORTILLA,1,0,SIBBLING_STEFY.XLS
Lepanthes,sp Gualaquiza 001 (Autopoli),B-007867,07-Aug-24,07-Aug-24,PRS4205,V-0,CAAMAÑO JOSE LUIS,1,0,SIBBLING_STEFY.XLS
Phalaenopsis,amabilis var papuanum,B-001208,09-Jan-14,23-Apr-14,PIS4219,V-4 M-7A,MEDINA HUGO,1,0,SIBBLING_STEFY.XLS
Phalaenopsis,amabilis,B-000018,27-oct-09,26-mar-10,PIS4219,V-8 M-6B,JHON VALLE,1,0,SIBBLING_STEFY.XLS
Aganisia,cyanea,B-000862,21-Dec-12,28-may-13,PIS4220,V-0,MEDINA HUGO,1,0,SIBBLING_STEFY.XLS
Aganisia,cyanea,B-008639,05-oct-24,01-Apr-25,PIS4220,V-0,HENRY LOZANO,2,0,SIBBLING_STEFY.XLS
Aganisia,cyanea (Autopoli),B-003580,17-sep-17,04-Jan-18,PIS4220,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Phalaenopsis,venosa,B-001384,22-Aug-13,26-Aug-14,PIS4223,V-4 M-13B,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Phalaenopsis,venosa,B-001297,27-mar-14,03-jul-14,PIS4223,V-4 M-13B,MEDINA HUGO,2,0,SIBBLING_STEFY.XLS
Phalaenopsis,schilleriana,B-002151,15-Jan-15,29-Dec-15,PIS4226,V-5 P-A,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Phalaenopsis,schilleriana,B-003624,28-sep-17,02-feb-18,PIS4226,V-0,JAIME VERA,3,0,SIBBLING_STEFY.XLS
Dendrobium,sylvanum,B-000923,07-Apr-12,24-jul-13,PRS4231,V-6 M-5C,ANGEL GUACHISACA,5,0,SIBBLING_STEFY.XLS
Dendrobium,sylvanum,B-000365,15-jun-11,20-Jan-12,PRS4231,V-1 M-1A,JORGE CASTILO,2,0,SIBBLING_STEFY.XLS
Pleurothallis,masdevalliopsis (Autopoli),B-005624,11-feb-20,11-feb-20,PRS4232,V-0,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Ornithocephalus,falcatus,B-002575,15-Jan-16,21-jun-16,PRS4240,V-1 P-C,CARLOS GUACHISACA,3,0,SIBBLING_STEFY.XLS
Ornithocephalus,falcatus,B-002816,30-Jan-17,30-Jan-17,PRS4240,V-4 P-A,PORTILLA IVAN,4,0,SIBBLING_STEFY.XLS
Ornithocephalus,falcatus,B-001099,12-sep-13,16-Jan-14,PRS4240,V-5 M-7A,PORTILLA IVAN,5,0,SIBBLING_STEFY.XLS
Ornithocephalus,falcatus,B-000762,21-Dec-12,27-mar-13,PRS4240,V-4 M-8B,MERINO GILBERTO,10,0,SIBBLING_STEFY.XLS
Ornithocephalus,falcatus (Autopoli),B-007478,22-feb-24,22-feb-24,PRS4240,V-0,PORTILLA IVAN,4,0,SIBBLING_STEFY.XLS
Ornithocephalus,falcatus,B-002856,04-mar-17,04-mar-17,PRS4240,V-4 P-A,CAAMAÑO JOSE LUIS,13,0,SIBBLING_STEFY.XLS
Ornithocephalus,falcatus,B-001799,15-oct-14,08-Apr-15,PRS4240,V-5 M-7A,REINALDO BASTIDAS,4,0,SIBBLING_STEFY.XLS
Gongora,guapiles,B-001705,10-sep-14,10-feb-15,PRS4244,V-5 M-8A,REINALDO BASTIDAS,2,0,SIBBLING_STEFY.XLS
Cattleya,tigrina,B-006405,31-Jan-22,14-jul-22,PIS4246,V-32 M-2D,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Cattleya,tigrina,B-002937,31-oct-16,07-Apr-17,PIS4246,V-0,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Cattleya,tigrina,B-007607,26-Dec-23,29-Apr-24,PIS4246,V-32 M-2D,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Cattleya,tigrina,B-002436,09-Aug-12,09-Aug-12,PIS4246,V-0,,1,0,SIBBLING_STEFY.XLS
Epidendrum,magnificum 001375,B-001512,24-mar-14,14-oct-14,PRS4254,V-18 M-1B,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Epidendrum,magnificum 001375,B-001528,24-mar-14,21-oct-14,PRS4254,V-18 M-1B,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Dendrobium,unicum,B-000716,06-mar-12,06-feb-13,PIS4261,V-16 M-5A,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Dendrobium,unicum,B-000067,14-Dec-09,03-feb-11,PIS4261,V-16 M-5A,GERARDO GUACHISACA,2,0,SIBBLING_STEFY.XLS
Bulbophyllum,pecten-veneris (Autopoli),B-008272,22-Aug-24,22-Aug-24,PIS4270,V-0,CARLOS GUZMÀN,1,0,SIBBLING_STEFY.XLS
Aerangis,fastuosa,B-002562,23-Jan-16,23-Jan-16,PIS4273,V-0,,1,0,SIBBLING_STEFY.XLS
Aerangis,fastuosa,B-001733,15-oct-14,17-feb-15,PIS4273,V-5 M-2A,CARLOS GUACHISACA,3,0,SIBBLING_STEFY.XLS
Aerangis,fastuosa L,B-006530,14-Jan-21,14-Jan-21,PIS4273,V-0,ANGEL GUACHISACA,1,0,SIBBLING_STEFY.XLS
Aerangis,fastuosa,B-002282,08-Aug-15,08-Aug-15,PIS4273,V-0,,1,0,SIBBLING_STEFY.XLS
Aerangis,fastuosa L,B-004204,25-may-18,25-may-18,PIS4273,V-0,EDISON LOJANO,1,0,SIBBLING_STEFY.XLS
Dendrobium,dichaeoides O&M x out,B-002930,30-Dec-16,30-Dec-16,PIS4275,V-0,,1,0,SIBBLING_STEFY.XLS
Dendrobium,dichaeoides L,B-004561,20-Aug-18,20-Aug-18,PIS4275,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Dendrobium,dichaeoides L,B-004224,26-may-18,26-may-18,PIS4275,V-0,EDISON LOJANO,1,0,SIBBLING_STEFY.XLS
Masdevallia,seiti,B-002099,28-may-15,16-oct-15,PRS4309,V-16 M-4A,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Masdevallia,seiti,B-003114,30-mar-17,04-jul-17,PRS4309,V-16 M-4A,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Telipogon,astroglossus,B-001260,08-feb-14,27-may-14,PRS4313,V-16 P-C,CARLOS GUACHISACA,5,0,SIBBLING_STEFY.XLS
Telipogon,astroglossus,B-007022,14-Apr-22,20-jul-22,PRS4313,V-16 P-C,CARLOS GUACHISACA,3,0,SIBBLING_STEFY.XLS
Telipogon,astroglossus,B-003206,02-may-17,18-Aug-17,PRS4313,V-0,CARLOS GUACHISACA,8,0,SIBBLING_STEFY.XLS
Telipogon,astroglossus,B-007028,14-Apr-23,26-jul-23,PRS4313,V-16 P-C,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Trichosalpinx,dura L,B-004210,25-may-18,25-may-18,PIS4315,V-0,EDISON LOJANO,1,0,SIBBLING_STEFY.XLS
Pleurothallis,tiarata,B-003337,06-jul-17,06-oct-17,PRS4317,V-25 M-5B,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Pleurothallis,grandiflora,B-001682,09-oct-14,20-Jan-15,PRS4318,V-25 M-5B,CARLOS GUACHISACA,6,0,SIBBLING_STEFY.XLS
Lepanthes,mystax L,B-005155,18-Apr-19,18-Apr-19,PIS4324,V-0,PORTILLA IVAN,1,0,SIBBLING_STEFY.XLS
Miltoniopsis,IK 678,B-005564,21-Aug-19,22-may-20,PIH4334,V-16 M-4E,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Masdevallia,leonii,B-001155,12-nov-13,07-mar-14,PIS4337,V-16 M-2C,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Fernandezia,maculata,B-000739,28-may-12,05-mar-13,PIS4341,V-15 M-1B,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Fernandezia,maculata,B-001626,22-mar-14,19-Dec-14,PIS4341,V-0,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Fernandezia,maculata,B-003241,28-feb-16,15-sep-17,PIS4341,V-16 M-2A,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Fernandezia,maculata,B-005468,04-jun-19,21-feb-20,PIS4341,V-16 M-2A,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Fernandezia,maculata,B-007397,11-mar-23,23-Jan-24,PIS4341,V-16 M-3A,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Fernandezia,maculata 001189,B-000440,28-jul-11,12-Jan-12,PIS4341,V-15 M-1B,CARLOS GUACHISACA,3,0,SIBBLING_STEFY.XLS
Rhynchostele,majalis,B-002752,05-Apr-16,11-nov-16,PIS4344,V-16 M-3E,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Acianthera,oscitans,B-007530,03-oct-23,15-mar-24,PIS4346,V-0,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Acianthera,oscitans,B-002348,09-feb-16,05-Apr-16,PIS4346,V-5 P-A,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Epidendrum,piliferum,B-002093,12-jun-15,13-oct-15,PIS4349,V-16 M-4E,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Dendrobium,catenatum,B-000161,03-feb-11,13-jul-11,PIS4352,V-16 M-5A,GERARDO GUACHISACA,1,0,SIBBLING_STEFY.XLS
Laelia,rubescens,B-007377,23-jul-23,05-Jan-24,PIS4353,V-32 M-4D,CARLOS GUACHISACA,2,0,SIBBLING_STEFY.XLS
Laelia,rubescens (Autopoli),B-006672,30-Aug-22,30-Aug-22,PIS4353,V-0,JORGE CASTILLO,1,0,SIBBLING_STEFY.XLS
Laelia,rubescens,B-007388,23-jul-23,16-Jan-24,PIS4353,V-32 M-4D,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
Laelia,rubescens,B-002741,11-jun-16,08-nov-16,PIS4353,V-6 P-A,CARLOS GUACHISACA,4,0,SIBBLING_STEFY.XLS
Laelia,rubescens,B-007357,23-jul-23,26-Dec-23,PIS4353,V-0,CARLOS GUACHISACA,1,0,SIBBLING_STEFY.XLS
