genero,especie,numero,fechapol,fechamad,codigo,ubicacion,responsable,cantidad,disponible,archivo_origen
,Dendrobium Hsinying Paradise x Dendrobium petiolatum L,,,,PRH16278-001,P-106 N-D,MANUEL RUIZ,0,15,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-106 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-101 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-132 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-109 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-132 N-F,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-108 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-108 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-132 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-111 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-106 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-108 N-B,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-105 N-B,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-106 N-C,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Illusion,,,,PIH8786,P-101 N-A,MANUEL RUIZ,0,7,REPLAN_STEFY.XLS
,Dendrobium Imelda Jade Ecuagenera x Den. Esmerald Fantasy 4N,,,,PRH8666-001,P-127 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Imelda Jade Ecuagenera x Den. Esmerald Fantasy 4N,,,,PRH8666-001,P-127 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Beauty x Den. Enobi Purple Splash (kom x Lagu),,,,PRH7569,P-131 N-C,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Beauty x Den. Enobi Purple Splash (kom x Lagu),,,,PRH7569,P-129 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Beauty x Den. Enobi Purple Splash (kom x Lagu),,,,PRH7569,P-131 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Beauty x Den. Enobi Purple Splash (kom x Lagu) 4N,,,,PRH7569-001,P-128 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Beauty x Den. Enobi Purple Splash (kom x Lagu) 4N,,,,PRH7569-001,P-131 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Portilla,,,,PRH11939,P-128 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Portilla,,,,PRH11939,P-127 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Portilla,,,,PRH11939,P-127 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Portilla,,,,PRH11939,P-128 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Ivan Portilla,,,,PRH11939,P-129 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Jacky x Den. Thanaid Stripe X Den. Caesar Stripe,,,,PRH11710,P-127 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Jacky x Den. Thanaid Stripe X Den. Caesar Stripe,,,,PRH11710,P-128 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Jacky x Den. Thanaid Stripe X Den. Caesar Stripe,,,,PRH11710,P-128 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-109 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-108 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-112 N-B,,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-114 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-112 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-132 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-113 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-133 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-115 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet,,,,PRH9794,P-114 N-B,GEOVANNY ZHININ,0,0,REPLAN_STEFY.XLS
,Dendrobium Jean Minet 'Uchucay',,,,PRH9794-002,P-106 N-D,NUBE GOMEZ,0,12,REPLAN_STEFY.XLS
,Dendrobium Judith Minet,,,,PIH14205,P-109 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Judith Minet,,,,PIH14205,P-113 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Judith Minet,,,,PIH14205,P-133 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Judith Minet,,,,PIH14205,P-111 N-D,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Judith Minet,,,,PIH14205,P-109 N-E,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium Judith Minet,,,,PIH14205,P-103 N-E,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Judith Minet,,,,PIH14205,P-104 N-D,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Judith Minet,,,,PIH14205,P-104 N-D,NUBE GOMEZ,0,6,REPLAN_STEFY.XLS
,Dendrobium Judith Minet 'Uchucay',,,,PIH14205-001,P-134 N-F,NUBE GOMEZ,0,15,REPLAN_STEFY.XLS
,Dendrobium KS 11 Jairak Lavander x Dendrobium Enobi,,,,PRH17027,P-126 N-C,PATRICIA ZHIÑIN,0,3,REPLAN_STEFY.XLS
,Dendrobium Kikuya x Den. Hawiian Gems 4N,,,,PRH8642-001,P-131 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Kikuya x Den. Hawiian Gems 4N,,,,PRH8642-001,P-127 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium King Cobra x Den. Elizabeth,,,,PRH8165,P-129 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium King Cobra x Den. Elizabeth 4N,,,,PRH8165-001,P-131 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium King Cobra x Den. Elizabeth 4N,,,,PRH8165-001,P-126 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium King Cobra x Den. Elizabeth 4N,,,,PRH8165-001,P-127 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium King Cobra x Den. Hawiian Gems 4N,,,,PRH8646-001,P-129 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium King Cobra x Den. Hawiian Gems 4N,,,,PRH8646-001,P-126 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium King Cobra x Den. Hawiian Gems 4N,,,,PRH8646-001,P-128 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Lacre Thailandia x Den. Lacre Ecuagenera 4N,,,,PRH6463-001,P-0 N-B,,0,0,REPLAN_STEFY.XLS
,Dendrobium Lacre x Lila Rosada,,,,PRH7450,P-131 N-D,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Long Hidden Money type x Dendrobium Enobi 4N,,,,PRH17414-001,P-126 N-E,EDISON LOJANO,0,4,REPLAN_STEFY.XLS
,Dendrobium Martine Minet,,,,PRH11540,P-113 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Martine Minet,,,,PRH11540,P-106 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Martine Minet,,,,PRH11540,P-113 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Martine Minet,,,,PRH11540,P-113 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Martine Minet,,,,PRH11540,P-133 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Martine Minet,,,,PRH11540,P-105 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Martine Minet,,,,PRH11540,P-106 N-A,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Martine Minet,,,,PRH11540,P-105 N-F,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium Martine Minet (blue x red) L,,,,PRH11540-007,P-112 N-A,MANUEL RUIZ,0,6,REPLAN_STEFY.XLS
,Dendrobium Martine Minet (blue x red-orange) x Den. vexillarius red L,,,,PIH18036-001,P-107 N-B,NUBE GOMEZ,0,3,REPLAN_STEFY.XLS
,Dendrobium Martine Minet blue-red-orange,,,,PRH11540-001,P-106 N-C,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium Martine Minet blue-red-orange,,,,PRH11540-001,P-103 N-A,EDISON LOJANO,0,7,REPLAN_STEFY.XLS
,Dendrobium Martine Minet f. red,,,,PRH11540-004,P-103 N-F,MANUEL RUIZ,0,44,REPLAN_STEFY.XLS
,Dendrobium Martine Minet purple-red-blue L,,,,PRH11540-006,P-103 N-F,MANUEL RUIZ,0,4,REPLAN_STEFY.XLS
,Dendrobium Misty Magic,,,,PIH10058,P-115 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Misty Magic,,,,PIH10058,P-105 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Misty Magic,,,,PIH10058,P-111 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Misty Magic,,,,PIH10058,P-113 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Misty Magic,,,,PIH10058,P-104 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Misty Magic,,,,PIH10058,P-111 N-F,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Misty Magic,,,,PIH10058,P-112 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Misty Magic f. orange,,,,PIH10058-001,P-112 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-106 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-106 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-107 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-108 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-108 N-F,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-133 N-D,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-108 N-B,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-109 N-A,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-103 N-D,ESTEBAN ÑAUTA,0,0,REPLAN_STEFY.XLS
,Dendrobium Mountain Magic,,,,PRH12745,P-103 N-F,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Mousmee,,,,PRH11940,P-102 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Mousmee,,,,PRH11940,P-107 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Mtn's Butterfly Kisses,,,,PRH3496,P-105 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Mtn's Butterfly Kisses,,,,PRH3496,P-133 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Mtn's Butterfly Kisses,,,,PRH3496,P-113 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Mtn's Butterfly Kisses,,,,PRH3496,P-106 N-A,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Mtn's Butterfly Kisses,,,,PRH3496,P-103 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Mtn's Butterfly Kisses,,,,PRH3496,P-106 N-F,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Mtn's Butterfly Kisses,,,,PRH3496,P-132 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-114 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-101 N-B,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-106 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-106 N-A,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-114 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-109 N-E,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-113 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-109 N-A,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-112 N-A,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi,,,,PRH9792,P-112 N-F,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red,,,,PRH9792-002,P-132 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red,,,,PRH9792-002,P-111 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red,,,,PRH9792-002,P-106 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red,,,,PRH9792-002,P-114 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red,,,,PRH9792-002,P-112 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red,,,,PRH9792-002,P-114 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red x Dendrobium cuthbertsonii 4N,,,,PRH13242-001,P-103 N-A,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red x Dendrobium cuthbertsonii 4N,,,,PRH13242-001,P-110 N-F,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red x Dendrobium cuthbertsonii 4N,,,,PRH13242-001,P-105 N-C,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red x Dendrobium cuthbertsonii 4N,,,,PRH13242-001,P-115 N-F,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red x Dendrobium cuthbertsonii 4N,,,,PRH13242-001,P-133 N-D,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red x Dendrobium cuthbertsonii 4N,,,,PRH13242-001,P-109 N-B,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red x Dendrobium cuthbertsonii 4N,,,,PRH13242-001,P-104 N-D,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Nagomi yellow light red x Dendrobium cuthbertsonii 4N,,,,PRH13242-001,P-109 N-D,NUBE GOMEZ,0,3,REPLAN_STEFY.XLS
,Dendrobium Nikole Portilla,,,,PIH14204,P-109 N-E,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Nikole Portilla,,,,PIH14204,P-109 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nikole Portilla,,,,PIH14204,P-103 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nikole Portilla,,,,PIH14204,P-133 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Nikole Portilla,,,,PIH14204,P-112 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Nikole Portilla,,,,PIH14204,P-108 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Nikole Portilla,,,,PIH14204,P-106 N-F,NUBE GOMEZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Nikole Portilla,,,,PIH14204,P-106 N-F,DANIELA ZHICAY,0,6,REPLAN_STEFY.XLS
,Dendrobium Orange Chin Sai x Den. unicum,,,,PRH7861,P-131 N-C,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Orange Chin Sai x Den. unicum,,,,PRH7861,P-127 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Orange Chin Sai x Den. unicum,,,,PRH7861,P-109 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Orange Chin Sai x Den. unicum,,,,PRH7861,P-108 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Orange Chin Sai x Den. unicum,,,,PRH7861,P-132 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Orange Chin Sai x Den. unicum,,,,PRH7861,P-110 N-A,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Orange Chin Sai x Den. unicum,,,,PRH7861,P-132 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Orange Chin Sai x Den. unicum 4N,,,,PRH7861-001,P-127 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Oriental Smile Orange Heart x Den. Unicum,,,,PRH7670,P-129 N-B,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Paradise Lorna (N x red yellow L),,,,PIH17145-001,P-103 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Paradise Lorna (N x red yellow L),,,,PIH17145-001,P-103 N-D,MANUEL RUIZ,0,2,REPLAN_STEFY.XLS
,Dendrobium Paradise Lorna x Den. cuthbertsonii f. purple white bicolor L,,,,PIH19506-001,P-134 N-E,MANUEL RUIZ,0,53,REPLAN_STEFY.XLS
,Dendrobium Pepe Portilla,,,,PRH18088,P-109 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Pepe Portilla,,,,PRH18088,P-107 N-C,MANUEL RUIZ,0,3,REPLAN_STEFY.XLS
,Dendrobium Pepe Portilla f. purple Japan L,,,,PRH18088-005,P-109 N-C,DANIELA ZHICAY,0,4,REPLAN_STEFY.XLS
,Dendrobium Pepe Portilla f. xanthinum L,,,,PRH18088-003,P-119 N-F,MANUEL RUIZ,0,1,REPLAN_STEFY.XLS
,Dendrobium Petty Bluege X dendrobium Elizabeth 4N,,,,PRH8339-001,P-131 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Petty Bluege X dendrobium Elizabeth 4N,,,,PRH8339-001,P-128 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Queen Cobra x Dend. Elizabeth,,,,PRH7453,P-127 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Queen Cobra x Dend. Elizabeth,,,,PRH7453,P-129 N-C,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Queen Cobra x Dend. Elizabeth 4N,,,,PRH7453-001,P-128 N-A,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Queen Cobra x Dend. Elizabeth 4N,,,,PRH7453-001,P-128 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Rainbow Dance 'Akane' x D.victoria Reginae,,,,PRH6611,P-126 N-D,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Rainbow Dance 'Akane' x D.victoria Reginae,,,,PRH6611,P-127 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Rosado 1 x Den. Rosado Lacre,,,,PRH7669,P-129 N-A,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Rosado 1 x Den. Rosado Lacre,,,,PRH7669,P-127 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Rosana Ec x Den. Elizabeth 4N,,,,PRH8310-001,P-128 N-A,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Rosana Ec x Den. Elizabeth 4N,,,,PRH8310-001,P-128 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Sanan White,,,,PIH5174,P-128 N-C,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Sinn Fancy x D. Elizabeth 4N,,,,PRH8313-001,P-131 N-E,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Sinn Fancy x D. Elizabeth 4N,,,,PRH8313-001,P-128 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Sinn Fancy x D. Elizabeth 4N X Dendrobium Burana Emerald,,,,PRH11711,P-128 N-A,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Sinn Fancy x D. Elizabeth 4N X Dendrobium Burana Emerald,,,,PRH11711,P-128 N-D,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Solidaria,,,,PRH7184,P-131 N-B,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Solidaria,,,,PRH7184,P-130 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Somrak White x Den. White 5n 4N,,,,PRH10012-001,P-129 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Somrak White x Den. White 5n 4N,,,,PRH10012-001,P-127 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Somrak White x Den. White 5n 4N,,,,PRH10012-001,P-126 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Somrak White x Den. White 5n 4N,,,,PRH10012-001,P-126 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Somrak White x Den. White 5n 4N,,,,PRH10012-001,P-127 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Somrak White x Den. White 5n 4N,,,,PRH10012-001,P-128 N-B,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Sonia 'Hiasakul' x Den. Visa Peach 4N,,,,PRH7662-001,P-100,,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace,,,,PRH8989,P-103 N-E,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace,,,,PRH8989,P-109 N-C,ANTONIO TENELANDA,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace Pepe,,,,PRH8989-011,P-105 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace Pepe,,,,PRH8989-011,P-109 N-D,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace red 'Gualaceo',,,,PRH8989-003,P-110 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace red 'Gualaceo',,,,PRH8989-003,P-115 N-B,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace red 'Gualaceo',,,,PRH8989-003,P-104 N-D,LOURDES RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace red 'Gualaceo',,,,PRH8989-003,P-103 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace red 'Gualaceo',,,,PRH8989-003,P-111 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace red 4N,,,,PRH8989-001,P-132 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Swiss Mountain Palace red 4N,,,,PRH8989-001,P-105 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Syarifah Fatima Yellow x Dend. Elizabeth,,,,PRH7454,P-131 N-B,EDISON LOJANO,0,0,REPLAN_STEFY.XLS
,Dendrobium Syarifah Fatima Yellow x Dend. Elizabeth,,,,PRH7454,P-126 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Tan Lehen Lian X Dendrobium Dr.Poytch # 2 4N,,,,PRH8340-001,P-131 N-D,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Tannii,,,,PRH5150,P-126 N-E,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Tannii,,,,PRH5150,P-128 N-B,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Tannii 4N,,,,PRH5150-001,P-129 N-A,MANUEL RUIZ,0,0,REPLAN_STEFY.XLS
,Dendrobium Tannii 4N,,,,PRH5150-001,P-128 N-A,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Tannii 4N,,,,PRH5150-001,P-127 N-C,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
,Dendrobium Teipels Farbrausch,,,,PIH13313,P-113 N-C,PATRICIA ZHIÑIN,0,0,REPLAN_STEFY.XLS
,Dendrobium Teipels Farbrausch,,,,PIH13313,P-107 N-F,PAOLA MEDINA,0,0,REPLAN_STEFY.XLS
